T,Z,Y,X,Score,Size,Confidence
1.0,8.0,734.0,680.0,0.999992251,8.0,1.0
3.0,15.0,569.0,412.0,0.999714673,7.0,1.0
3.0,11.0,691.0,631.0,0.999402046,6.0,1.0
4.0,15.0,741.0,424.0,0.999909639,6.0,1.0
4.0,10.0,689.0,570.0,0.999671042,7.0,1.0
4.0,13.0,592.0,521.0,0.999378443,7.0,1.0
5.0,10.0,691.0,565.0,0.999975204,7.0,1.0
5.0,13.0,548.0,421.0,0.999925375,6.0,1.0
5.0,10.0,643.0,516.0,0.999878526,7.0,1.0
7.0,10.0,805.0,495.0,0.99999702,6.0,1.0
8.0,11.0,642.0,393.0,1.0,6.0,1.0
8.0,11.0,716.0,666.0,0.999987245,6.0,1.0
8.0,13.0,578.0,416.0,0.999756038,7.0,1.0
8.0,9.0,804.0,492.0,0.999525845,7.0,1.0
9.0,12.0,588.0,413.0,0.999994278,7.0,1.0
10.0,14.0,673.0,370.0,0.999999046,6.0,1.0
10.0,14.0,821.0,525.0,0.999721706,6.0,1.0
11.0,15.0,674.0,367.0,0.99995327,6.0,1.0
11.0,9.0,789.0,556.0,0.999120772,6.0,1.0
11.0,12.0,750.0,414.0,0.999038756,6.0,1.0
13.0,7.0,661.0,429.0,0.999999166,7.0,1.0
13.0,11.0,725.0,433.0,0.999883056,7.0,1.0
13.0,7.0,785.0,592.0,0.999288797,7.0,1.0
14.0,10.0,561.0,527.0,0.999997973,7.0,1.0
14.0,13.0,549.0,464.0,0.999899626,7.0,1.0
15.0,7.0,521.0,508.0,0.999901533,7.0,1.0
15.0,9.0,804.0,526.0,0.999766886,6.0,1.0
16.0,11.0,525.0,498.0,1.0,7.0,1.0
16.0,9.0,818.0,617.0,0.999999881,7.0,1.0
16.0,12.0,607.0,700.0,0.999999642,7.0,1.0
16.0,11.0,730.0,525.0,0.999977469,6.0,1.0
16.0,13.0,724.0,699.0,0.999764144,6.0,1.0
16.0,8.0,840.0,576.0,0.999355614,7.0,1.0
17.0,10.0,593.0,645.0,0.999989271,6.0,1.0
17.0,9.0,799.0,699.0,0.99998045,6.0,1.0
17.0,13.0,610.0,697.0,0.999915838,6.0,1.0
18.0,11.0,636.0,595.0,0.999988675,7.0,1.0
18.0,10.0,824.0,593.0,0.999967933,6.0,1.0
18.0,11.0,797.0,702.0,0.999951124,7.0,1.0
18.0,10.0,737.0,483.0,0.999817848,7.0,1.0
18.0,11.0,522.0,511.0,0.99976629,6.0,1.0
19.0,12.0,823.0,602.0,0.999977708,6.0,1.0
19.0,11.0,669.0,448.0,0.999659657,7.0,1.0
19.0,12.0,720.0,525.0,0.999620438,7.0,1.0
19.0,8.0,537.0,434.0,0.999366581,6.0,1.0
20.0,10.0,824.0,577.0,0.999937534,6.0,1.0
20.0,14.0,508.0,538.0,0.999918699,7.0,1.0
20.0,10.0,574.0,414.0,0.999876738,6.0,1.0
20.0,10.0,591.0,644.0,0.999821424,6.0,1.0
20.0,11.0,724.0,701.0,0.999771953,6.0,1.0
20.0,11.0,670.0,451.0,0.999636412,6.0,1.0
21.0,11.0,823.0,575.0,1.0,6.0,1.0
22.0,9.0,705.0,382.0,1.0,6.0,1.0
22.0,15.0,795.0,663.0,0.999999046,7.0,1.0
22.0,14.0,503.0,557.0,0.99996984,6.0,1.0
22.0,11.0,536.0,637.0,0.999627471,6.0,1.0
23.0,7.0,575.0,617.0,1.0,6.0,1.0
23.0,14.0,508.0,549.0,0.999998689,6.0,1.0
23.0,8.0,739.0,673.0,0.999997854,6.0,1.0
23.0,15.0,705.0,378.0,0.999898553,7.0,1.0
23.0,14.0,829.0,589.0,0.99976331,6.0,1.0
23.0,8.0,711.0,558.0,0.999393225,7.0,1.0
24.0,15.0,822.0,592.0,0.999997377,6.0,1.0
24.0,10.0,804.0,573.0,0.999837279,6.0,1.0
24.0,9.0,660.0,372.0,0.999445736,6.0,1.0
24.0,9.0,539.0,442.0,0.999255002,6.0,1.0
25.0,11.0,522.0,567.0,1.0,6.0,1.0
25.0,10.0,721.0,417.0,0.999888659,6.0,1.0
25.0,10.0,765.0,451.0,0.999125063,6.0,1.0
26.0,8.0,516.0,601.0,1.0,7.0,1.0
26.0,10.0,624.0,720.0,0.999997377,7.0,1.0
26.0,12.0,766.0,569.0,0.999919534,6.0,1.0
26.0,10.0,532.0,636.0,0.999913096,7.0,1.0
26.0,9.0,565.0,484.0,0.999831319,6.0,1.0
26.0,9.0,705.0,563.0,0.999102056,7.0,1.0
26.0,10.0,655.0,625.0,0.999078512,6.0,1.0
27.0,6.0,606.0,564.0,1.0,8.0,1.0
27.0,11.0,650.0,628.0,0.999999523,6.0,1.0
27.0,13.0,757.0,416.0,0.999964237,6.0,1.0
27.0,10.0,764.0,600.0,0.999859929,6.0,1.0
28.0,10.0,767.0,601.0,0.999998689,6.0,1.0
28.0,11.0,539.0,637.0,0.999879837,7.0,1.0
28.0,15.0,522.0,485.0,0.999635339,7.0,1.0
29.0,7.0,603.0,379.0,0.999993801,6.0,1.0
29.0,8.0,647.0,586.0,0.999993205,6.0,1.0
29.0,10.0,747.0,488.0,0.999939919,7.0,1.0
29.0,10.0,778.0,642.0,0.999890447,7.0,1.0
30.0,6.0,641.0,537.0,0.999999881,7.0,1.0
30.0,9.0,772.0,565.0,0.999995112,6.0,1.0
30.0,6.0,666.0,618.0,0.999940038,6.0,1.0
30.0,10.0,744.0,496.0,0.999830246,6.0,1.0
31.0,9.0,682.0,390.0,0.999997139,6.0,1.0
31.0,8.0,794.0,569.0,0.999961376,6.0,1.0
31.0,11.0,543.0,616.0,0.999905586,6.0,1.0
31.0,11.0,608.0,621.0,0.999474406,7.0,1.0
32.0,11.0,649.0,734.0,0.999988556,7.0,1.0
32.0,10.0,516.0,574.0,0.999966621,7.0,1.0
32.0,9.0,763.0,571.0,0.999964952,7.0,1.0
32.0,10.0,769.0,608.0,0.999812245,6.0,1.0
32.0,10.0,739.0,495.0,0.999361932,7.0,1.0
33.0,10.0,764.0,574.0,1.0,7.0,1.0
33.0,7.0,614.0,495.0,0.999999166,7.0,1.0
33.0,10.0,746.0,730.0,0.99999845,7.0,1.0
33.0,10.0,765.0,611.0,0.999997973,7.0,1.0
33.0,10.0,777.0,645.0,0.999825239,6.0,1.0
34.0,6.0,731.0,561.0,0.999997854,7.0,1.0
34.0,9.0,615.0,489.0,0.99994421,7.0,1.0
35.0,10.0,473.0,499.0,0.999999166,7.0,1.0
35.0,9.0,478.0,456.0,0.999995112,7.0,1.0
35.0,9.0,654.0,690.0,0.99998498,7.0,1.0
35.0,10.0,739.0,743.0,0.999980807,6.0,1.0
35.0,9.0,558.0,665.0,0.999974251,6.0,1.0
35.0,10.0,604.0,702.0,0.999972224,6.0,1.0
35.0,9.0,483.0,544.0,0.999482989,6.0,1.0
36.0,7.0,697.0,638.0,1.0,8.0,1.0
36.0,9.0,795.0,512.0,0.999750078,6.0,1.0
36.0,12.0,742.0,468.0,0.999707878,7.0,1.0
36.0,10.0,462.0,498.0,0.999238968,7.0,1.0
37.0,7.0,748.0,451.0,1.0,6.0,1.0
37.0,9.0,758.0,622.0,0.999973893,6.0,1.0
37.0,9.0,646.0,395.0,0.999882579,7.0,1.0
37.0,10.0,455.0,508.0,0.999475479,6.0,1.0
37.0,6.0,680.0,422.0,0.99921751,6.0,1.0
38.0,10.0,527.0,492.0,0.999963403,7.0,1.0
38.0,10.0,517.0,557.0,0.999962926,7.0,1.0
38.0,10.0,450.0,513.0,0.999631763,7.0,1.0
38.0,11.0,648.0,707.0,0.999365866,6.0,1.0
38.0,8.0,538.0,434.0,0.999249756,6.0,1.0
38.0,11.0,550.0,704.0,0.999036849,7.0,1.0
39.0,6.0,707.0,581.0,1.0,8.0,1.0
39.0,7.0,677.0,725.0,0.999999762,6.0,1.0
39.0,10.0,643.0,618.0,0.999996543,7.0,1.0
39.0,8.0,612.0,670.0,0.999912858,7.0,1.0
40.0,7.0,774.0,478.0,0.999944091,7.0,1.0
40.0,10.0,675.0,647.0,0.999886155,6.0,1.0
40.0,14.0,781.0,716.0,0.999824524,6.0,1.0
41.0,7.0,670.0,588.0,1.0,6.0,1.0
41.0,7.0,550.0,676.0,0.999996662,7.0,1.0
41.0,7.0,446.0,458.0,0.999979138,7.0,1.0
41.0,15.0,505.0,435.0,0.999956727,6.0,1.0
41.0,10.0,607.0,481.0,0.999907851,6.0,1.0
41.0,6.0,594.0,381.0,0.999769509,6.0,1.0
41.0,8.0,680.0,390.0,0.99966538,7.0,1.0
42.0,6.0,694.0,699.0,1.0,8.0,1.0
42.0,6.0,763.0,517.0,1.0,7.0,1.0
42.0,8.0,724.0,648.0,0.999999762,6.0,1.0
42.0,6.0,759.0,683.0,0.999412417,7.0,1.0
42.0,11.0,679.0,616.0,0.999302626,7.0,1.0
43.0,9.0,776.0,664.0,0.999999285,6.0,1.0
